permno,namebegdt,nameenddt,ticker,comnam,exchcd,shrcd
18143,2023-03-02,2023-11-06,LIN,LINDE PLC NEW,1,12
18143,2023-11-07,2024-12-31,LIN,LINDE PLC NEW,3,12
18144,2018-11-01,2024-06-20,ACA,ARCOSA INC,1,11
18144,2024-06-21,2024-12-31,ACA,ARCOSA INC,1,11
18145,2018-10-25,2024-12-31,YETI,YETI HOLDINGS INC,1,11
18148,2012-09-24,2016-03-03,SPEX,SPHERIX INC,3,11
18148,2016-03-04,2019-05-09,SPEX,SPHERIX INC,3,11
18148,2019-05-10,2020-03-12,SPEX,SPHERIX INC,3,11
18148,2020-03-13,2022-06-06,AIKI,ALKIDO PHARMA INC,3,11
18148,2022-06-07,2022-12-21,AIKI,ALKIDO PHARMA INC,3,11
18148,2022-12-22,2024-12-31,DOMH,DOMINARI HOLDINGS INC,3,11
18149,2018-11-02,2024-02-08,ALYA,ALITHYA GROUP INC,3,12
18150,2018-11-13,2024-07-19,ETRN,EQUITRANS MIDSTREAM CORP,1,11
18151,2018-10-23,2020-05-10,ACB,AURORA CANNABIS INC,1,12
18151,2020-05-11,2021-03-30,ACB,AURORA CANNABIS INC,1,12
18151,2021-03-31,2021-05-24,ACB,AURORA CANNABIS INC,1,12
18151,2021-05-25,2024-02-19,ACB,AURORA CANNABIS INC,3,12
18151,2024-02-20,2024-12-31,ACB,AURORA CANNABIS INC,3,12
18152,2018-10-29,2019-05-13,CCC,CHURCHILL CAPITAL CORP,1,11
18153,2018-10-10,2024-12-31,MUST,COLUMBIA E T F TRUST I,4,73
18154,2018-10-30,2020-06-26,PACA,D B X ETF TRUST,4,73
18157,2018-10-24,2024-12-31,DSTL,E T F SERIES SOLUTIONS,4,73
18158,2018-10-11,2024-12-31,FLLA,FRANKLIN TEMPLETON E T F TRUST,4,73
18159,2018-10-11,2023-11-09,FLZA,FRANKLIN TEMPLETON E T F TRUST,4,73
18160,2018-10-11,2024-12-31,FLSA,FRANKLIN TEMPLETON E T F TRUST,4,73
18161,2018-10-04,2024-12-31,GTIP,GOLDMAN SACHS E T F TRUST,5,73
18162,2018-10-26,2020-09-29,GRAF,GRAF INDUSTRIAL CORP,1,11
18162,2020-09-30,2023-02-10,VLDR,VELODYNE LIDAR INC,3,11
18163,1968-01-02,2021-04-13,PG,PROCTER & GAMBLE CO,1,11
18163,2021-04-14,2024-12-31,PG,PROCTER & GAMBLE CO,1,11
18165,2018-10-01,2024-12-31,BOCT,INNOVATOR E T F S TRUST,5,73
18166,2018-10-01,2024-12-31,POCT,INNOVATOR E T F S TRUST,5,73
18167,2018-10-01,2024-12-31,UOCT,INNOVATOR E T F S TRUST,5,73
18168,2018-10-04,2019-12-30,BSDE,INVESCO ET SELF INDEX FD TR,4,73
18168,2019-12-31,2023-03-30,BSDE,INVESCO ET SELF INDEX FD TR,3,73
18169,2018-10-04,2019-12-30,BSCE,INVESCO ET SELF INDEX FD TR,4,73
18169,2019-12-31,2023-03-30,BSCE,INVESCO ET SELF INDEX FD TR,3,73
18170,2018-10-04,2019-12-30,BSBE,INVESCO ET SELF INDEX FD TR,4,73
18170,2019-12-31,2022-12-15,BSBE,INVESCO ET SELF INDEX FD TR,3,73
18173,2018-10-04,2019-12-30,BSAE,INVESCO ET SELF INDEX FD TR,4,73
18173,2019-12-31,2021-12-15,BSAE,INVESCO ET SELF INDEX FD TR,3,73
18174,2018-10-23,2024-12-31,EAGG,ISHARES TRUST,4,73
18175,2018-10-31,2024-12-31,JMUB,J P MORGAN E T F TRUST,5,73
18176,2018-10-18,2024-12-31,JMST,J P MORGAN E T F TRUST,5,73
18177,2018-10-18,2021-10-04,PQLC,P G I M ETF TRUST,4,73
18178,2018-10-30,2021-12-30,MFMS,R B B FUND INC,5,73
18178,2021-12-31,2024-12-31,TMFS,R B B FUND INC,5,73
18179,2018-10-26,2024-12-31,RMI,RIVERNORTH OPPORTUN MUNI INC FD,1,14
18180,2018-10-23,2019-06-24,XKFF,SPDR SERIES TRUST,4,73
18180,2019-06-25,2024-12-31,ROKT,SPDR SERIES TRUST,4,73
18181,2018-10-23,2024-12-31,KOMP,SPDR SERIES TRUST,4,73
18182,2018-10-23,2019-06-24,XKCP,SPDR SERIES TRUST,4,73
18182,2019-06-25,2024-12-31,CNRG,SPDR SERIES TRUST,4,73
18183,2018-10-19,2021-08-01,SWI,SOLARWINDS CORP,1,11
18183,2021-08-02,2024-12-31,SWI,SOLARWINDS CORP,1,11
18184,2018-10-01,2020-10-29,SPAQ,SPARTAN ENERGY ACQUISITION CORP,1,11
18184,2020-10-30,2024-03-25,FSR,FISKER INC,1,11
18185,2018-10-18,2024-12-31,MSC,STUDIO CITY INTL HOLDINGS,1,31
18186,2018-10-02,2024-12-31,LSAF,TWO ROADS SHARED TRUST,4,73
18187,2018-10-17,2019-12-10,ESPO,VANECK VECTORS E T F TRUST,4,73
18187,2019-12-11,2021-08-31,ESPO,VANECK VECTORS E T F TRUST,3,73
18187,2021-09-01,2024-12-31,ESPO,VANECK E T F TRUST,3,73
18188,2018-10-31,2019-12-10,GOAT,VANECK VECTORS E T F TRUST,4,73
18188,2019-12-11,2021-08-31,GOAT,VANECK VECTORS E T F TRUST,5,73
18188,2021-09-01,2021-12-09,GOAT,VANECK E T F TRUST,5,73
18188,2021-12-10,2024-12-31,MOTG,VANECK E T F TRUST,5,73
18189,2018-10-31,2019-12-10,DURA,VANECK VECTORS E T F TRUST,4,73
18189,2019-12-11,2021-08-31,DURA,VANECK VECTORS E T F TRUST,5,73
18189,2021-09-01,2024-12-31,DURA,VANECK E T F TRUST,5,73
18190,2018-10-31,2021-04-11,AXNX,AXONICS MODULATION TECHS INC,3,11
18190,2021-04-12,2024-11-14,AXNX,AXONICS INC,3,11
18191,2018-10-24,2019-07-01,BFC,BANK FIRST NATIONAL CORP,3,11
18191,2019-07-02,2024-12-31,BFC,BANK FIRST CORP,3,11
18192,2018-10-30,2020-03-05,CTAC,CHASERG TECHNOLOGY ACQ CORP,3,11
18192,2020-03-06,2024-12-31,GDYN,GRID DYNAMICS HOLDINGS INC,3,11
18193,2018-10-23,2020-02-18,DDMX,D D 3 ACQUISITION CORP,3,12
18193,2020-02-19,2020-03-12,DDMX,D D 3 ACQUISITION CORP,3,12
18194,2018-10-17,2020-03-30,EDTX,EDTECHX HOLDINGS ACQ CORP,3,11
18195,2018-10-12,2024-12-31,EQ,EQUILLIUM INC,3,11
18196,2018-10-05,2024-12-31,FPXE,FIRST TRUST E T F II,3,73
18197,2018-10-26,2024-04-05,GMDA,GAMIDA CELL LTD,3,12
18202,2018-10-29,2020-02-10,GRSH,GORES HOLDINGS III INC,3,11
18202,2020-02-11,2022-02-14,PAE,P A E INC,3,11
18203,2018-10-04,2024-12-31,KOD,KODIAK SCIENCES INC,3,11
18204,2018-10-15,2021-03-19,LOAC,LONGEVITY ACQUISITION CORP,3,12
18205,2018-10-19,2022-11-15,LOGC,LOGICBIO THERAPEUTICS INC,3,11
18206,2018-10-19,2024-12-31,NIU,NIU TECHNOLOGIES,3,31
18207,2018-10-05,2024-12-31,OCCI,O F S CREDIT CO INC,3,14
18208,2018-10-31,2023-03-09,ORTX,ORCHARD THERAPEUTICS PLC,3,31
18208,2023-03-10,2024-01-23,ORTX,ORCHARD THERAPEUTICS PLC,3,31
18209,2018-10-18,2022-01-18,OSMT,OSMOTICA PHARMACEUTICALS PLC,3,12
18209,2022-01-19,2023-10-20,RVLP,R V L PHARMACEUTICALS PLC,3,12
18210,2018-10-18,2022-11-02,PHAS,PHASEBIO PHARMACEUTICALS INC,3,11
18211,2018-10-25,2022-05-15,PT,PINTEC TECHNOLOGY HOLDINGS LTD,3,31
18211,2022-05-16,2024-12-31,PT,PINTEC TECHNOLOGY HOLDINGS LTD,3,31
18212,2018-10-17,2024-12-31,SIBN,SI BONE INC,3,11
18213,2018-10-25,2024-12-31,STNE,STONECO LTD,3,12
18214,2018-10-31,2024-12-31,TWST,TWIST BIOSCIENCE CORP,3,11
18215,2018-10-18,2020-12-14,TZAC,TENZING ACQUISITION CORP,3,12
18215,2020-12-15,2024-12-31,RVPH,REVIVA PHARMACEUTICALS HLDG INC,3,11
18216,2018-10-04,2024-12-31,WBND,LEGG MASON ETF INVESTMENT TR,3,73
18217,2018-11-29,2022-11-09,AGE,AGEX THERAPEUTICS INC,2,11
18217,2022-11-10,2024-03-14,AGE,AGEX THERAPEUTICS INC,2,11
18217,2024-03-15,2024-03-26,AGE,AGEX THERAPEUTICS INC,2,11
18217,2024-03-27,2024-12-31,SER,SERINA THERAPEUTICS INC,2,11
18218,2018-11-06,2024-12-31,SWAN,AMPLIFY ETF TRUST,4,73
18221,2018-11-02,2020-06-07,APHA,APHRIA INC,1,12
18221,2020-06-08,2021-04-30,APHA,APHRIA INC,3,12
18222,2018-11-15,2024-06-19,BCSF,BAIN CAPITAL SPECIALTY FIN INC,1,14
18222,2024-06-20,2024-12-31,BCSF,BAIN CAPITAL SPECIALTY FIN INC,1,14
18223,2018-11-07,2024-12-31,CNF,CNFINANCE HOLDINGS LTD,1,31
18224,2018-11-09,2021-02-03,CTRA,CONTURA ENERGY INC,1,11
18224,2021-02-04,2021-06-15,AMR,ALPHA METALLURGICAL RES INC,1,11
18224,2021-06-16,2024-12-31,AMR,ALPHA METALLURGICAL RES INC,1,11
18225,2018-11-29,2020-10-16,LACK,DIREXION SHARES E T F TRUST,4,73
18226,2018-11-29,2020-10-16,NEED,DIREXION SHARES E T F TRUST,4,73
18229,2018-11-29,2024-12-31,WANT,DIREXION SHARES E T F TRUST,4,73
18230,2018-11-29,2020-08-27,PASS,DIREXION SHARES E T F TRUST,4,73
18230,2020-08-28,2020-10-16,PASS,DIREXION SHARES E T F TRUST,4,73
18231,2018-11-28,2024-10-17,DMDV,E T F SERIES SOLUTIONS,4,73
18232,2018-11-15,2020-10-30,GDMA,E T F SERIES SOLUTIONS,4,73
18233,2018-11-15,2019-12-26,GDG,E T F SERIES SOLUTIONS,4,73
18234,2018-11-02,2024-12-31,FSMB,FIRST TR EXCHANGE TRADED FD III,4,73
18237,2018-11-02,2024-12-31,FUMB,FIRST TRUST E T F III,4,73
18238,2018-11-07,2023-06-06,EWCO,INVESCO E T F TRUST,4,73
18238,2023-06-07,2024-12-31,RSPC,INVESCO E T F TRUST,4,73
18239,2018-11-15,2024-12-31,IBMN,ISHARES TRUST,5,73
18240,2018-11-15,2021-10-04,PQSG,P G I M ETF TRUST,4,73
18241,2018-11-15,2021-10-04,PQSV,P G I M ETF TRUST,4,73
18242,2018-11-06,2024-12-31,PAWZ,PROSHARES TRUST,5,73
18245,2018-11-01,2019-10-22,DQML,REALITY SHARES E T F TR,4,73
18246,2018-11-09,2019-12-05,ROAN,ROAN RESOURCES INC,1,11
18247,2018-11-14,2023-08-17,VAPO,VAPOTHERM INC,1,11
18247,2023-08-18,2023-12-14,VAPO,VAPOTHERM INC,1,11
18248,2018-11-26,2020-08-30,CCH,COLLIER CREEK HOLDINGS,1,12
18248,2020-08-31,2024-06-19,UTZ,UTZ BRANDS INC,1,11
18248,2024-06-20,2024-12-31,UTZ,UTZ BRANDS INC,1,11
18249,2018-11-21,2022-04-25,ALAC,ALBERTON ACQUISITION CORP,3,12
18250,2018-11-02,2020-07-01,ARYA,ARYA SCIENCES ACQ CORP,3,12
18253,2018-11-05,2022-11-09,AVCO,AVALON GLOBOCARE CORP,3,11
18253,2022-11-10,2023-01-04,ALBT,AVALON GLOBOCARE CORP,3,11
18253,2023-01-05,2024-10-27,ALBT,AVALON GLOBOCARE CORP,3,11
18253,2024-10-28,2024-12-31,ALBT,AVALON GLOBOCARE CORP,3,11
18255,2018-11-15,2023-03-26,CREX,CREATIVE REALITIES INC,3,11
18255,2023-03-27,2024-12-31,CREX,CREATIVE REALITIES INC,3,11
18256,2018-11-29,2024-12-31,EBIZ,GLOBAL X FUNDS,3,73
18257,2018-11-13,2024-12-31,ETON,ETON PHARMACEUTICALS INC,3,11
18258,2018-11-06,2024-12-31,FDNI,FIRST TRUST E T F II,3,73
18259,2018-11-28,2023-05-03,MDRR,MEDALIST DIVERSIFIED REIT INC,3,18
18259,2023-05-04,2024-07-02,MDRR,MEDALIST DIVERSIFIED REIT INC,3,18
18259,2024-07-03,2024-12-31,MDRR,MEDALIST DIVERSIFIED REIT INC,3,18
18260,2018-11-06,2021-02-25,SG,SIRIUS INTL INSURANCE GROUP LTD,3,12
18261,2018-11-20,2020-10-21,TC,TUANCHE LTD,3,31
18261,2020-10-22,2024-01-25,TC,TUANCHE LTD,3,31
18261,2024-01-26,2024-12-31,TC,TUANCHE LTD,3,31
18262,2018-11-21,2021-09-28,TLC,TAIWAN LIPOSOME COMPANY LTD,3,31
18263,2018-11-20,2021-10-20,TLSA,TIZIANA LIFE SCIENCES PLC,3,31
18264,2018-11-07,2020-11-18,TTTN,TIGERSHARES TRUST,3,73
18266,2018-11-15,2024-12-31,BGRN,ISHARES TRUST,3,73
18267,2018-12-28,2020-03-22,DELL,DELL TECHNOLOGIES INC,1,11
18267,2020-03-23,2024-12-31,DELL,DELL TECHNOLOGIES INC,1,11
18268,2018-12-06,2019-11-22,XLEY,CUSHING E T F TRUST,4,73
18269,2018-12-06,2019-11-22,XLUY,CUSHING E T F TRUST,4,73
18270,2018-12-06,2019-11-22,XLTY,CUSHING E T F TRUST,4,73
18271,2018-12-06,2019-11-22,XLSY,CUSHING E T F TRUST,4,73
18272,2018-12-06,2021-08-17,ACSG,D B X ETF TRUST,4,73
18272,2021-08-18,2024-12-31,EMCR,D B X ETF TRUST,4,73
18273,2018-12-06,2024-11-04,EMSG,D B X ETF TRUST,4,73
18273,2024-11-05,2024-12-31,EMCS,D B X ETF TRUST,4,73
18274,2018-12-28,2023-11-13,ERSX,ENTREPRENEURSHARES SERIES TRUST,4,73
18274,2023-11-14,2024-02-23,ERSX,ENTREPRENEURSHARES SERIES TRUST,3,73
18275,2018-12-24,2020-08-20,HSPX,GLOBAL X FUNDS,4,73
18275,2020-08-21,2024-12-31,XYLD,GLOBAL X FUNDS,4,73
18276,2018-12-11,2024-02-16,CHIU,GLOBAL X FUNDS,4,73
18277,2018-12-11,2022-12-19,CHIR,GLOBAL X FUNDS,4,73
18277,2022-12-20,2024-02-16,CHIR,GLOBAL X FUNDS,4,73
18280,2018-12-11,2024-02-16,CHIK,GLOBAL X FUNDS,4,73
18281,2018-12-11,2024-02-16,CHIH,GLOBAL X FUNDS,4,73
18282,2018-12-11,2024-02-16,CHIS,GLOBAL X FUNDS,4,73
18283,2018-12-11,2021-10-15,CHIL,GLOBAL X FUNDS,4,73
18284,2018-12-18,2020-08-05,SDAG,INDEXIQ E T F TRUST,4,73
18285,2018-12-13,2024-08-27,IQIN,INDEXIQ E T F TRUST,4,73
18285,2024-08-28,2024-11-20,IQIN,NEW YORK LIFE INVESTMENTS ETF TR,4,73
18288,2018-12-06,2020-02-14,IMFI,INVESCO ET SELF INDEX FD TR,5,73
18289,2018-12-06,2020-02-14,IMFD,INVESCO ET SELF INDEX FD TR,5,73
18290,2018-12-14,2023-01-31,JIGB,J P MORGAN E T F TRUST,4,73
18290,2023-02-01,2024-12-31,BBCB,J P MORGAN E T F TRUST,4,73
18291,2018-12-14,2021-04-11,JAGG,J P MORGAN E T F TRUST,4,73
18291,2021-04-12,2023-01-31,JAGG,J P MORGAN E T F TRUST,4,73
18291,2023-02-01,2024-12-31,BBAG,J P MORGAN E T F TRUST,4,73
18292,2018-12-06,2019-12-09,MOGU,MOGU INC,1,31
18292,2019-12-10,2022-03-27,MOGU,MOGU INC,1,31
18292,2022-03-28,2024-12-31,MOGU,MOGU INC,1,31
18293,2018-12-19,2020-08-26,JHAA,NUVEEN HIGH INC 2023 TRGT TM FD,1,44
18293,2020-08-27,2023-11-24,JHAA,NUVEEN CORP INC 2023 TRGT TM FD,1,44
18296,2018-12-06,2023-01-09,PQIN,P G I M ETF TRUST,4,73
18297,2018-12-10,2019-04-24,SUZ,SUZANO PAPEL E CELULOSE S A,1,31
18297,2019-04-25,2021-03-30,SUZ,SUZANO S A,1,31
18297,2021-03-31,2024-12-31,SUZ,SUZANO S A,1,31
18298,2018-12-24,2024-12-31,TAK,TAKEDA PHARMACEUTICAL CO LTD,1,31
18299,2018-12-12,2024-06-20,TME,TENCENT MUSIC ENTERTAINMENT GRP,1,31
18299,2024-06-21,2024-12-31,TME,TENCENT MUSIC ENTERTAINMENT GRP,1,31
18300,2018-12-13,2020-05-27,GLBY,WISDOMTREE TRUST,4,73
18301,2018-12-18,2020-10-30,PACD,PACIFIC DRILLING S A,1,12
18302,2018-12-26,2021-02-04,AMCI,A M C I ACQUISITION CORP,3,11
18302,2021-02-05,2024-05-13,ADN,ADVENT TECHNOLOGIES HLDGS INC,3,11
18302,2024-05-14,2024-12-31,ADN,ADVENT TECHNOLOGIES HLDGS INC,3,11
18303,2018-12-18,2023-01-22,APM,APTORUM GROUP LTD,3,12
18303,2023-01-23,2023-02-26,APM,APTORUM GROUP LTD,3,12
18303,2023-02-27,2024-12-31,APM,APTORUM GROUP LTD,3,12
18304,2018-12-24,2024-12-31,DAX,GLOBAL X FUNDS,3,73
18305,2018-12-07,2024-12-31,DMAC,DIAMEDICA THERAPEUTICS INC,3,12
18306,2018-12-19,2024-01-22,DTSS,DATASEA INC,3,11
18306,2024-01-23,2024-12-31,DTSS,DATASEA INC,3,11
18309,2018-12-10,2023-08-06,ENOB,ENOCHIAN BIOSCIENCES INC,3,11
18309,2023-08-07,2024-02-15,RENB,RENOVARO BIOSCIENCES INC,3,11
18309,2024-02-16,2024-12-31,RENB,RENOVARO INC,3,11
18310,2018-12-12,2019-04-12,FLF,FEDERAL LIFE GROUP INC,3,11
18311,2018-12-14,2024-12-31,LEGH,LEGACY HOUSING CORP,3,11
18312,2018-12-07,2024-12-31,MRNA,MODERNA INC,3,11
18313,2018-12-10,2021-03-31,NMCI,NAVIOS MARITIME CONTAINERS L P,3,72
18314,2018-12-27,2022-12-13,PHCF,PUHUI WEALTH INVEST MGMT CO LTD,3,12
18919,2019-09-26,2024-12-31,AVUV,AMERICAN CENTURY E T F TRUST,4,73
18314,2022-12-14,2023-03-28,PHCF,PUHUI WEALTH INVEST MGMT CO LTD,3,12
18317,2018-12-14,2020-09-15,QFIN,360 FINANCE INC,3,31
18317,2020-09-16,2023-05-03,QFIN,360 DIGITECH INC,3,31
18317,2023-05-04,2024-12-31,QFIN,QIFU TECHNOLOGY INC,3,31
18318,2018-12-24,2024-12-31,QYLD,GLOBAL X FUNDS,3,73
18320,2018-12-03,2020-04-14,TBLT,TOUGHBUILT INDUSTRIES INC,3,11
18320,2020-04-15,2022-04-24,TBLT,TOUGHBUILT INDUSTRIES INC,3,11
18320,2022-04-25,2024-01-01,TBLT,TOUGHBUILT INDUSTRIES INC,3,11
18320,2024-01-02,2024-08-08,TBLT,TOUGHBUILT INDUSTRIES INC,3,11
18321,2018-12-07,2020-01-22,THOR,SYNTHORX INC,3,11
18322,2018-12-04,2020-11-30,WRTC,WRAP TECHNOLOGIES INC,3,11
18322,2020-12-01,2024-12-31,WRAP,WRAP TECHNOLOGIES INC,3,11
18325,2018-12-10,2023-04-04,WTER,ALKALINE WATER CO INC,3,11
18325,2023-04-05,2024-02-05,WTER,ALKALINE WATER CO INC,3,11
18326,2018-11-15,2019-12-09,WEI,WEIDAI LTD,1,31
18326,2019-12-10,2022-01-25,WEI,WEIDAI LTD,1,31
18326,2022-01-26,2022-05-16,WEI,WEIDAI LTD,1,31
18327,2019-02-08,2022-10-12,CVET,COVETRUS INC,3,11
18328,2019-01-30,2022-02-09,XBUY,AMPLIFY ETF TRUST,4,73
18328,2022-02-10,2024-09-05,EMFQ,AMPLIFY ETF TRUST,4,73
18329,2019-01-16,2020-09-25,RWDE,DIREXION SHARES E T F TRUST,4,73
18330,2019-01-16,2020-09-25,RWED,DIREXION SHARES E T F TRUST,4,73
18333,2019-01-16,2020-09-25,RWDC,DIREXION SHARES E T F TRUST,4,73
18334,2019-01-16,2020-09-25,RWCD,DIREXION SHARES E T F TRUST,4,73
18335,2019-01-16,2020-09-25,RWSL,DIREXION SHARES E T F TRUST,4,73
18336,2019-01-16,2020-09-25,RWLS,DIREXION SHARES E T F TRUST,4,73
18337,2019-01-16,2022-09-23,RWGV,DIREXION SHARES E T F TRUST,4,73
18338,2019-01-16,2022-09-23,RWVG,DIREXION SHARES E T F TRUST,4,73
18339,2019-01-16,2020-09-25,RWIU,DIREXION SHARES E T F TRUST,4,73
18340,2019-01-16,2020-09-25,RWUI,DIREXION SHARES E T F TRUST,4,73
18341,2019-01-14,2020-08-27,MUTE,DIREXION SHARES E T F TRUST,4,73
18341,2020-08-28,2020-10-16,MUTE,DIREXION SHARES E T F TRUST,4,73
18342,2019-01-14,2020-10-16,TAWK,DIREXION SHARES E T F TRUST,4,73
18343,2019-01-23,2024-12-31,LGOV,FIRST TRUST E T F IV,4,73
18344,2019-01-23,2019-07-15,HEXO,HEXO CORP,2,12
18344,2019-07-16,2020-12-22,HEXO,HEXO CORP,1,12
18344,2020-12-23,2021-08-23,HEXO,HEXO CORP,1,12
18344,2021-08-24,2022-12-18,HEXO,HEXO CORP,3,12
18344,2022-12-19,2023-06-22,HEXO,HEXO CORP,3,12
18345,2019-01-02,2024-12-31,UJAN,INNOVATOR E T F S TRUST,5,73
18346,2019-01-02,2024-12-31,BJAN,INNOVATOR E T F S TRUST,5,73
18347,2019-01-02,2024-12-31,PJAN,INNOVATOR E T F S TRUST,5,73
18348,2019-01-30,2024-12-31,JCPB,J P MORGAN E T F TRUST,5,73
18349,2019-01-30,2021-06-28,NRGX,PIMCO ENERGY & TACT CRED OPP FD,1,44
18349,2021-06-29,2023-11-20,NRGX,PIMCO ENERGY & TACT CRED OPP FD,1,44
18349,2023-11-21,2024-06-19,PDX,PIMCO DYNAMIC INCOME STRATEGY FD,1,44
18349,2024-06-20,2024-12-31,PDX,PIMCO DYNAMIC INCOME STRATEGY FD,1,44
18350,2019-01-16,2020-03-27,UCOM,PROSHARES TRUST,4,73
18351,2019-01-16,2020-10-01,XCOM,PROSHARES TRUST,4,73
18352,2019-01-16,2020-03-27,SCOM,PROSHARES TRUST,4,73
18353,2019-01-16,2020-10-01,YCOM,PROSHARES TRUST,4,73
18354,2019-01-04,2024-09-27,SSPY,SYNTAX E T F TRUST,4,73
18355,2019-01-29,2022-07-15,AWTM,TIDAL E T F TRUST,4,73
18356,2019-01-09,2021-07-14,BCOW,1895 BANCORP OF WISCONSIN INC,3,11
18356,2021-07-15,2024-12-31,BCOW,1895 BANCORP OF WI INC NEW,3,11
18357,2019-01-07,2020-02-17,BWMC,BOXWOOD MERGER CORP,3,11
18357,2020-02-18,2023-04-18,ATCX,ATLAS TECHNICAL CONSULTANTS INC,3,11
18360,2019-01-30,2020-11-17,CFFA,C F FINANCE ACQUISITION CORP,3,11
18360,2020-11-18,2024-12-31,GCMG,G C M GROSVENOR INC,3,11
18361,2019-01-07,2020-10-18,FTAC,FINTECH ACQUISITION CORP III,3,11
18361,2020-10-19,2023-02-21,PAYA,PAYA HOLDINGS INC,3,11
18362,2019-01-04,2024-12-31,LDSF,FIRST TRUST E T F VIII,3,73
18363,2019-01-03,2023-03-21,LKCO,LUOKUNG TECHNOLOGY CORP,3,12
18363,2023-03-22,2024-09-16,LKCO,LUOKUNG TECHNOLOGY CORP,3,12
18363,2024-09-17,2024-12-31,LKCO,LUOKUNG TECHNOLOGY CORP NEW,3,12
18364,2019-01-08,2024-12-02,MDJH,M D J M LTD,3,12
18364,2024-12-03,2024-12-31,UOKA,M D J M LTD,3,12
18365,2019-01-08,2022-07-12,MTC,MMTEC INC,3,12
18365,2022-07-13,2024-12-17,MTC,MMTEC INC,3,12
18365,2024-12-18,2024-12-31,MTC,MMTEC INC,3,12
18368,2019-01-31,2020-08-06,NFE,NEW FORTRESS ENERGY LLC,3,11
18368,2020-08-07,2024-12-31,NFE,NEW FORTRESS ENERGY INC,3,11
18369,2019-01-17,2024-12-31,RBKB,RHINEBECK BANCORP INC,3,11
18370,2019-01-09,2020-12-17,SAMA,SCHULTZE SPEC PUR ACQ CORP,3,11
18370,2020-12-18,2023-08-24,CLVR,CLEVER LEAVES HOLDINGS INC,3,12
18370,2023-08-25,2024-05-16,CLVR,CLEVER LEAVES HOLDINGS INC,3,12
18372,2019-01-04,2021-02-21,SXTC,CHINA S X T PHARMACEUTICALS INC,3,12
18372,2021-02-22,2022-05-18,SXTC,CHINA S X T PHARMACEUTICALS INC,3,12
18372,2022-05-19,2023-10-04,SXTC,CHINA S X T PHARMACEUTICALS INC,3,12
18372,2023-10-05,2024-12-31,SXTC,CHINA S X T PHARMACEUTICALS INC,3,12
18376,2019-02-07,2024-12-31,ALEC,ALECTOR INC,3,11
18377,2019-02-08,2024-12-31,GOSS,GOSSAMER BIO INC,3,11
18380,2019-02-04,2024-12-31,ARKF,ARK E T F TRUST,4,73
18381,2019-02-25,2020-02-13,CTST,CANNTRUST HOLDINGS INC,1,12
18381,2020-02-14,2020-03-30,CTST,CANNTRUST HOLDINGS INC,1,12
18384,2019-02-08,2024-12-31,VRAI,ETFIS SERIES TRUST I,4,73
18385,2019-02-08,2024-12-31,VPC,ETFIS SERIES TRUST I,4,73
18386,2019-02-28,2024-12-31,FSMD,FIDELITY COVINGTON TRUST,4,73
18387,2019-02-28,2024-12-31,FDEV,FIDELITY COVINGTON TRUST,5,73
18388,2019-02-28,2024-12-31,FDEM,FIDELITY COVINGTON TRUST,5,73
18389,2019-02-19,2019-09-16,HGLB,HIGHLAND GLOBAL ALLOCATION FD,1,44
18389,2019-09-17,2024-12-31,HGLB,HIGHLAND GLOBAL ALLOCATION FD,1,44
18392,2019-02-01,2021-01-03,TPAY,MANAGED PORTFOLIO SERIES,5,73
18392,2021-01-04,2022-07-14,TPAY,MANAGED PORTFOLIO SERIES,4,73
18392,2022-07-15,2022-11-28,ETPA,MANAGED PORTFOLIO SERIES,4,73
18393,2019-02-01,2019-12-30,TCLD,MANAGED PORTFOLIO SERIES,5,73
18394,2019-02-12,2020-10-23,USDY,PACIFIC GLOBAL E T F TRUST,4,73
18395,2019-02-12,2021-03-16,ANCN,ANCHIANO THERAPEUTICS LTD,3,31
18395,2021-03-17,2024-12-31,CMMB,CHEMOMAB THERAPEUTICS LTD,3,31
18396,2019-02-15,2024-12-31,AREC,AMERICAN RESOURCES CORP,3,11
18397,2019-02-14,2019-11-20,AVDR,AVEDRO INC,3,11
18398,2019-02-07,2019-09-27,BKCH,ADVISORSHARES TRUST,3,73
18399,2019-02-11,2021-05-27,CTRM,CASTOR MARITIME INC,3,12
18399,2021-05-28,2024-03-26,CTRM,CASTOR MARITIME INC,3,12
18399,2024-03-27,2024-12-31,CTRM,CASTOR MARITIME INC,3,12
18400,2019-02-19,2024-12-31,EPSN,EPSILON ENERGY LTD,3,12
18401,2019-02-08,2023-09-04,HARP,HARPOON THERAPEUTICS INC,3,11
18401,2023-09-05,2024-03-08,HARP,HARPOON THERAPEUTICS INC,3,11
18402,2019-02-15,2022-10-25,HOTH,HOTH THERAPEUTICS INC,3,11
18402,2022-10-26,2024-12-31,HOTH,HOTH THERAPEUTICS INC,3,11
18403,2014-02-27,2016-06-13,JCP,PENNEY J C CO INC,1,11
18403,2016-06-14,2016-12-21,JCP,PENNEY J C CO INC,1,11
18403,2016-12-22,2020-05-18,JCP,PENNEY J C CO INC,1,11
18405,2019-02-13,2022-08-07,IMAC,I M A C HOLDINGS INC,3,11
18405,2022-08-08,2023-09-07,BACK,I M A C HOLDINGS INC,3,11
18405,2023-09-08,2024-12-31,BACK,I M A C HOLDINGS INC,3,11
18406,2019-02-04,2024-12-31,INMB,INMUNE BIO INC,3,11
